OBJECTID,Closed Roll Year,Property Location,Parcel Number,Block,Lot,Volume Number,Use Code,Use Definition,Property Class Code,Property Class Code Definition,Year Property Built,Number of Bathrooms,Number of Bedrooms,Number of Rooms,Number of Stories,Number of Units,Zoning Code,Construction Type,Lot Depth,Lot Frontage,Property Area,Basement Area,Lot Area,Lot Code,Tax Rate Area Code,Percent of Ownership,Exemption Code,Exemption Code Definition,Status Code,Misc Exemption Value,Homeowner Exemption Value,Current Sales Date,Assessed Fixtures Value,Assessed Improvement Value,Assessed Land Value,Assessed Personal Property Value,Assessor Neighborhood District,Assessor Neighborhood Code,Assessor Neighborhood,Supervisor District,Supervisor District 2012,Analysis Neighborhood,the_geom,Row ID,data_as_of,data_loaded_at,date_dat_2,time_dat_2,POINT_X,POINT_Y
11030,2017,0000 0420 BERRY               ST0000,8703006,8703,006,44,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2007,0,0,0,0,236,NA,NA,0,0,180656,0,155142,NA,1013,1,3,Welfare,NA,43084761,0,,,844080,47451846,470995,25450,9.0,9D,Mission Bay,6,6,Mission Bay,20178703006,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.398915,37.77211648
11036,2017,0000 0355 BERRY               ST0000,8707003,8707,003,44,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2007,0,0,0,6,193,NA,NA,0,0,296800,0,80085,NA,1013,1,NA,,NA,0,0,2008-03-28 0:00:00,00:00:00.000,0,50363981,79790127,73635,9.0,9D,Mission Bay,6,6,Mission Bay,20178707003,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3970859,37.77233623
11252,2009,1430 0141 WILLARD NORTH         0000,1142005,1142,005,8,MRES,Multi-Family Residential,F,Flats & Duplex,2007,5,6,14,0,2,RH2,NA,0,0,3934,0,2500,NA,1000,0.5,NA,,NA,0,0,2003-01-10 0:00:00,00:00:00.000,0,523959,266949,0,1.0,1G,Lone Mountain,1,1,Lone Mountain/USF,20091142005,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4570326,37.77678132
11253,2009,0000 0168 BLUXOME             ST0000,3785134,3785,134,25,MRES,Multi-Family Residential,A,Apartment 4 units or less,2007,48,0,0,4,48,NA,NA,0,0,81467,14312,0,NA,1000,1,NA,,NA,0,0,,,0,0,2242408,0,9.0,9D,Mission Bay,6,6,Mission Bay,20093785134,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3998164,37.77483939
11259,2007,0308 0306 CORBETT             AV0000,2660001,2660,001,19,MRES,Multi-Family Residential,F,Flats & Duplex,2007,7,6,12,3,2,RH2,D,0,0,0,0,1981,NA,1000,1,NA,,NA,0,0,2004-04-20 0:00:00,00:00:00.000,0,470000,265302,0,5.0,5G,Corona Heights,8,8,Castro/Upper Market,20072660001,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4446825,37.7603931
11327,2017,0190 0150 BROADWAY              0000,0141011,0141,011,2,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2008,0,0,0,0,87,C2,NA,0,0,96396,0,30936,NA,1000,1,NA,,NA,0,0,,,0,26739842,0,0,8.0,8H,North Waterfront,3,3,Financial District/South Beach,20170141011,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4005579,37.79895287
11328,2017,0242 0230 TURK                ST0000,0338025,0338,025,3,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2008,0,0,0,8,113,NA,NA,0,0,135380,0,0,NA,1000,1,3,Welfare,NA,97050978,0,,,34364878,59531345,2511977,642778,8.0,8A,Downtown,5,6,Tenderloin,20170338025,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4131165,37.78327015
11560,2017,0881 0871 TURK                  0000,0761029,0761,029,6,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2008,0,0,0,5,101,NA,STE,0,0,97774,0,0,NA,1000,1,3,Welfare,NA,37583266,0,,,0,36849159,1059744,0,8.0,8F,Van Ness/ Civic Center,2,5,Western Addition,20170761029,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4235154,37.78133271
11561,2017,0000 0001 POLK                ST0000,0814022,0814,022,6,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2008,235,0,0,20,181,C3G,NA,0,0,162220,0,22340,NA,1000,1,NA,,NA,0,0,2011-04-15 0:00:00,00:00:00.000,0,41506893,62260341,0,8.0,8F,Van Ness/ Civic Center,6,6,Tenderloin,20170814022,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.418326,37.77678795
11787,2017,0518 0516 04TH                AV0000,1546035,1546,035,11,MRES,Multi-Family Residential,F,Flats & Duplex,2008,6,8,15,3,0,RH2,NA,0,0,4081,460,3920,NA,1000,1,NA,,NA,0,0,2005-11-22 0:00:00,00:00:00.000,0,1079064,678233,0,1.0,1B,Inner Richmond,1,1,Inner Richmond,20171546035,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4616511,37.77878601
11791,2017,0730A0730 GREAT               HW0000,1595003,1595,003,12,MRES,Multi-Family Residential,A,Apartment 4 units or less,2008,8,8,20,2,4,RM1,NA,56,0,5153,0,3360,R,1000,1,NA,,NA,0,0,,,0,1573843,830130,0,1.0,1E,Outer Richmond,1,1,Outer Richmond,20171595003,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.5109066,37.77451356
11793,2017,0000 1238 47TH                AV0000,1704036,1704,036,13,MRES,Multi-Family Residential,F,Flats & Duplex,2008,5,0,11,2,2,RH2,NA,20,0,3080,0,3000,R,1000,1,NA,,NA,0,0,2011-05-13 0:00:00,00:00:00.000,0,455359,1062508,0,2.0,2C,Outer Sunset,4,4,Sunset/Parkside,20171704036,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.5068796,37.76335542
11802,2017,0000 1240 05TH                AV0000,1746012,1746,012,13,MRES,Multi-Family Residential,DD,2 Dwellings on 1 Parcel 4 units or less,2008,0,6,14,3,2,RH2,D,95,0,5904,0,3325,R,1000,1,11,Home Owners,NA,0,7000,2009-11-13 0:00:00,00:00:00.000,0,1300572,1000995,0,2.0,2F,Inner Sunset,7,5,Inner Sunset,20171746012,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4618282,37.76542132
11803,2017,0000 1278 04TH                AV0000,1752017,1752,017,13,MRES,Multi-Family Residential,A,Apartment 4 units or less,2008,6,0,18,4,3,RH2,NA,20,0,5747,0,3000,R,1000,1,NA,,NA,0,0,1999-09-29 0:00:00,00:00:00.000,0,905372,397288,0,2.0,2F,Inner Sunset,7,5,Inner Sunset,20171752017,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4606612,37.76473715
11804,2017,4111 4109 IRVING              ST0000,1797001A,1797,001A,13,MRES,Multi-Family Residential,F,Flats & Duplex,2008,4,0,10,0,2,RH2,NA,0,0,2583,0,2495,NA,1000,0.25,11,Home Owners,NA,0,7000,2000-10-23 0:00:00,00:00:00.000,0,792048,227180,0,2.0,2C,Outer Sunset,4,4,Sunset/Parkside,20171797001A,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.5020322,37.76221751
11812,2017,0000 1408 31ST                AV0203,1823062,1823,062,14,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2008,1,2,5,1,0,NA,NA,0,0,691,0,0,NA,1000,1,NA,,NA,0,0,2016-11-16 0:00:00,00:00:00.000,0,124500,124500,0,2.0,2E,Central Sunset,4,4,Sunset/Parkside,20171823062,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4895295,37.76090076
11814,2017,0000 1408 31ST                AV0209,1823065,1823,065,14,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2008,2,2,6,1,0,NA,NA,0,0,976,0,0,NA,1000,0.5,NA,,NA,0,0,2015-12-24 0:00:00,00:00:00.000,0,381990,381990,0,2.0,2E,Central Sunset,4,4,Sunset/Parkside,20171823065,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4895295,37.76090076
11821,2017,0000 1408 31ST                AV0403,1823073,1823,073,14,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2008,3,3,8,1,0,NA,NA,0,0,1859,0,0,NA,1000,1,NA,,NA,0,0,2016-01-08 0:00:00,00:00:00.000,0,612000,612000,0,2.0,2E,Central Sunset,4,4,Sunset/Parkside,20171823073,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4895295,37.76090076
11823,2017,0000 1408 31ST                AV0407,1823075,1823,075,14,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2008,3,3,8,1,0,NA,NA,0,0,1543,0,0,NA,1000,1,NA,,NA,0,0,2016-03-23 0:00:00,00:00:00.000,0,549780,549780,0,2.0,2E,Central Sunset,4,4,Sunset/Parkside,20171823075,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4895295,37.76090076
11839,2017,0000 0039 DIAMOND             ST0000,2648032,2648,032,19,MRES,Multi-Family Residential,F,Flats & Duplex,2008,9,9,18,3,3,RH3,NA,0,0,5345,0,2996,NA,1000,1,NA,,NA,0,0,2002-11-26 0:00:00,00:00:00.000,0,1571443,528980,0,5.0,5K,Eureka Valley/Dolores Heights,8,8,Castro/Upper Market,20172648032,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4369546,37.76171051
12193,2017,0000 0436 CLEMENTINA          ST0000,3732062,3732,062,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2008,21,0,0,6,21,RSD,NA,75,0,22291,0,5625,S,1008,0.5,NA,,NA,0,0,2000-10-17 0:00:00,00:00:00.000,0,5547912,1558014,0,9.0,9F,South of Market,6,6,South of Market,20173732062,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4049361,37.78012049
13048,2017,0046 0044 SOUTH PARK          ST0000,3775217,3775,217,25,MRES,Multi-Family Residential,FS,Flat & Store 4 units or less,2008,3,3,14,3,4,SPD,NA,97.58,0,6240,0,3122.66,R,1000,1,NA,,NA,0,0,2011-08-08 0:00:00,00:00:00.000,0,3517348,3517348,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173775217,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3938097,37.78218439
13156,2017,0560 0550-18TH                ST0000,3994044,3994,044,26,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2008,70,78,0,5,39,UMU,NA,0,0,54919,0,21888,NA,1000,1,NA,,NA,0,0,,,0,16411981,4924295,0,9.0,9E,Potrero Hill,10,10,Potrero Hill,20173994044,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3881785,37.76338459
13250,2017,0000 1500 REVERE              AV0000,5340025,5340,025,32,MRES,Multi-Family Residential,F,Flats & Duplex,2008,4,0,12,0,2,RH2,NA,75,0,3950,0,1875,R,1000,1,NA,,NA,0,0,2007-02-09 0:00:00,00:00:00.000,0,610267,415585,0,10.0,10A,Bayview,10,10,Bayview Hunters Point,20175340025,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3882641,37.73084754
13254,2017,0139 0137 PORTER              ST0000,5826018,5826,018,34,MRES,Multi-Family Residential,F,Flats & Duplex,2008,4,6,10,3,2,RH2,NA,70,0,2200,0,1750,R,1000,0.5,NA,,NA,0,0,2001-10-15 0:00:00,00:00:00.000,0,713206,107546,0,9.0,9G,Bernal Heights South,9,9,Bernal Heights,20175826018,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4180474,37.7335295
13259,2017,0018B0018AC HALE              ST0000,5880021,5880,021,35,MRES,Multi-Family Residential,FA,1 Flat & 1 Apt Bldg-1 Parcel,2008,6,0,0,3,3,RM1,NA,75,0,2712,0,1875,NA,1000,0.5,NA,,NA,0,0,,,0,310671,466011,0,10.0,10C,Excelsior,9,9,Portola,20175880021,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4063737,37.73301956
13260,2017,0016A0016-HALE                ST0000,5880022,5880,022,35,MRES,Multi-Family Residential,F,Flats & Duplex,2008,4,4,10,2,2,RM1,NA,75,0,2470,0,1875,NA,1000,1,NA,,NA,0,0,2011-10-07 0:00:00,00:00:00.000,0,205445,479373,0,10.0,10C,Excelsior,9,9,Portola,20175880022,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.406293,37.73304418
13269,2017,0000 0554 LONDON              ST0000,6272009,6272,009,37,MRES,Multi-Family Residential,F,Flats & Duplex,2008,6,5,10,4,2,RH2,NA,0,0,3562,0,2495,NA,1000,1,11,Home Owners,NA,0,7000,1991-04-25 0:00:00,00:00:00.000,0,705332,111887,0,10.0,10C,Excelsior,11,11,Excelsior,20176272009,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4373356,37.72039972
13406,2012,4590 0457 21ST                AV0000,1523012,1523,012,11,MRES,Multi-Family Residential,F,Flats & Duplex,2008,7,8,17,4,2,RH2,D,20,0,5031,0,3000,R,1000,1,11,Home Owners,NA,0,7000,,,0,940109,294198,0,1.0,1A,Central Richmond,1,1,Outer Richmond,20121523012,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.480694,37.77910736
13407,2012,1316 1316 07TH                AV0000,1761053,1761,053,13,MRES,Multi-Family Residential,F,Flats & Duplex,2008,2,3,6,1,1,NC2,D,0,0,1450,0,2374,NA,1000,0.5,11,Home Owners,NA,0,7000,2010-04-13 0:00:00,00:00:00.000,0,280554,654630,0,2.0,2F,Inner Sunset,7,5,Inner Sunset,20121761053,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4638628,37.76379641
13409,2012,0000 0683 BRANNAN             ST0000,3785136,3785,136,25,MRES,Multi-Family Residential,A,Apartment 4 units or less,2008,39,0,0,4,39,NA,NA,0,0,65234,11722,0,NA,1000,1,NA,,NA,0,0,,,0,16441697,1869020,0,9.0,9D,Mission Bay,6,6,Mission Bay,20123785136,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4004159,37.7748414
13411,2009,0000 0976 ELIZABETH           ST0000,2807021,2807,021,19,MRES,Multi-Family Residential,F,Flats & Duplex,2008,6,5,13,3,2,RH2,NA,0,0,3653,0,2848,NA,1000,0.25,NA,,NA,0,0,2004-05-05 0:00:00,00:00:00.000,0,344469,516703,0,5.0,5C,Noe Valley,8,8,Noe Valley,20092807021,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4421542,37.75185472
13412,2009,0000 0077 BLUXOME             ST0000,3786019,3786,019,25,MRES,Multi-Family Residential,A,Apartment 4 units or less,2008,0,0,0,7,102,SSO,NA,20,0,48457,0,8377.2,R,1000,1,NA,,NA,0,0,2003-05-02 0:00:00,00:00:00.000,0,719800,1079703,0,9.0,9D,Mission Bay,6,6,South of Market,20093786019,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3971051,37.77626009
13413,2009,0368 0360 BENTON              AV0000,5828012,5828,012,34,MRES,Multi-Family Residential,A,Apartment 4 units or less,2008,6,6,12,2,2,RH2,NA,75,0,3283,0,2235,R,1000,1,NA,,NA,0,0,1999-10-15 0:00:00,00:00:00.000,0,996120,95480,0,9.0,9G,Bernal Heights South,9,9,Bernal Heights,20095828012,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4190559,37.73385726
13420,2007,0000 1020 PINE                ST0000,0253006,0253,006,3,MRES,Multi-Family Residential,A,Apartment 4 units or less,2008,15,15,39,5,8,RM4,NA,0,0,7075,0,2809,NA,1000,1,NA,,NA,0,0,2004-06-15 0:00:00,00:00:00.000,0,318362,636724,0,8.0,8A,Downtown,3,3,Nob Hill,20070253006,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4127496,37.79081133
13422,2007,3975 3973 19TH                ST0000,3601089,3601,089,24,MRES,Multi-Family Residential,F,Flats & Duplex,2008,5,6,12,5,2,RH2,NA,14,0,3609,0,2850,R,1000,0.33333,NA,,NA,0,0,2004-07-13 0:00:00,00:00:00.000,0,36663,790623,0,5.0,5K,Eureka Valley/Dolores Heights,8,8,Castro/Upper Market,20073601089,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4319807,37.75921789
13589,2017,0000 0023 WOOD                ST0000,1069005,1069,005,8,MRES,Multi-Family Residential,F,Flats & Duplex,2009,0,0,0,4,2,RH2,D,0,0,4750,0,2996,NA,1000,0.5,NA,,NA,0,0,2002-05-23 0:00:00,00:00:00.000,0,134000,465866,0,1.0,1C,Jordan Park/Laurel Heights,2,2,Presidio Heights,20171069005,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4496011,37.78335304
13609,2017,3628 3626 JUDAH               ST0000,1796017C,1796,017C,13,MRES,Multi-Family Residential,F,Flats & Duplex,2009,5,0,11,3,2,RH2,NA,0,0,3240,0,2495,NA,1000,1,11,Home Owners,NA,0,7000,1997-11-19 0:00:00,00:00:00.000,0,696383,206367,0,2.0,2C,Outer Sunset,4,4,Sunset/Parkside,20171796017C,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.5011216,37.76088431
13627,2017,0000 3715 MARKET              ST0000,2764021,2764,021,19,MRES,Multi-Family Residential,F,Flats & Duplex,2009,6,6,18,4,2,RH2,NA,0,0,4708,0,2040,O,1000,1,NA,,NA,0,0,2007-05-09 0:00:00,00:00:00.000,0,1436400,663123,0,5.0,5D,Twin Peaks,8,8,Twin Peaks,20172764021,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4415781,37.75436288
13634,2017,0000 0275 10TH                ST0000,3518088,3518,088,23,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2009,140,135,284,5,148,NA,D,0,0,88757,0,0,NA,1000,1,3,Welfare,NA,35112962,0,,,0,35112962,0,0,9.0,9F,South of Market,6,6,South of Market,20173518088,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4128037,37.7734103
14279,2017,0000 0070 SOUTH PARK          ST0000,3775053,3775,053,25,MRES,Multi-Family Residential,F,Flats & Duplex,2009,3,0,0,3,2,SPD,NA,0,0,5418,0,2339,NA,1000,1,NA,,NA,0,0,2005-05-05 0:00:00,00:00:00.000,0,1620346,1681461,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20173775053,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3939568,37.78206805
14283,2017,0000 0178 BLUXOME             ST0000,3785135,3785,135,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2009,42,0,0,4,42,NA,NA,0,0,79459,12169,0,NA,1000,1,NA,,NA,0,0,,,0,21417222,2271208,0,9.0,9D,Mission Bay,6,6,Mission Bay,20173785135,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4001099,37.77457531
14290,2017,0000 0655 ALABAMA             ST0000,4021003,4021,003,26,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2009,0,24,0,0,24,NA,NA,0,0,16759,0,0,NA,1000,1,3,Welfare,NA,4192276,0,,,0,3719102,473174,0,9.0,9C,Inner Mission,9,9,Mission,20174021003,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.411506,37.76103372
14291,2017,0000 2949 18TH                ST0000,4021004,4021,004,26,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2009,0,228,0,5,93,UMU,NA,0,0,116530,0,32875,NA,1000,1,3,Welfare,NA,38606738,0,,,0,31560901,7045837,0,9.0,9C,Inner Mission,9,9,Mission,20174021004,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.411506,37.76103372
14737,2017,0000 3579 MISSION             ST0000,5712027,5712,027,34,MRES,Multi-Family Residential,FS,Flat & Store 4 units or less,2009,9,7,13,4,3,RH2,NA,0,0,4437,0,2516,O,1000,1,NA,,NA,0,0,1998-01-30 0:00:00,00:00:00.000,0,1028755,51170,0,9.0,9G,Bernal Heights South,9,9,Bernal Heights,20175712027,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4235671,37.73931396
14740,2017,0147 0145-GIRARD              ST0000,5925024,5925,024,35,MRES,Multi-Family Residential,F,Flats & Duplex,2009,5,5,12,2,2,RH2,NA,0,0,3467,0,2640,R,1000,1,11,Home Owners,NA,0,7000,2000-11-08 0:00:00,00:00:00.000,0,689577,253173,0,10.0,10F,Portola,9,9,Portola,20175925024,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4055224,37.73048677
14741,2017,1390 0137-GIRARD              ST0000,5925025,5925,025,35,MRES,Multi-Family Residential,F,Flats & Duplex,2009,7,6,18,3,2,RH2,NA,0,0,6047,0,3360,O,1000,0.5,NA,,NA,0,0,2005-02-23 0:00:00,00:00:00.000,0,824590,481645,0,10.0,10F,Portola,9,9,Portola,20175925025,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4056125,37.73054419
14755,2017,0000 0466 LONDON              ST0000,6084017,6084,017,36,MRES,Multi-Family Residential,F,Flats & Duplex,2009,4,0,12,2,2,RH2,NA,0,0,2362,0,1873,NA,1000,0.33333,NA,,NA,0,0,,,0,650607,43871,0,10.0,10C,Excelsior,11,11,Excelsior,20176084017,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.436209,37.7218227
14789,2017,1144 1142-PLYMOUTH            AV0000,6943034,6943,034,41,MRES,Multi-Family Residential,F,Flats & Duplex,2009,7,7,14,2,2,RH2,NA,0,0,3902,0,3162,NA,1000,1,NA,,NA,0,0,2012-05-14 0:00:00,00:00:00.000,0,422513,633770,0,3.0,3H,Ingleside,11,7,Oceanview/Merced/Ingleside,20176943034,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4558298,37.72271483
15196,2017,0000 0555 MISSION ROCK        ST0000,8711028,8711,028,44,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2009,192,254,0,8,193,NA,NA,0,0,245618,0,65340,NA,1014,1,NA,,NA,0,0,2010-05-11 0:00:00,00:00:00.000,0,42264327,44488766,110283,9.0,9D,Mission Bay,6,6,Mission Bay,20178711028,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3907955,37.77239243
15206,2009,1360 1358 24TH                AV0000,1778030,1778,030,13,MRES,Multi-Family Residential,TIF,TI Flats & Duplex,2009,6,9,21,3,2,RH2,NA,0,0,3570,0,2996,NA,1000,1,11,Home Owners,NA,0,7000,2008-12-05 0:00:00,00:00:00.000,0,849920,830160,0,2.0,2E,Central Sunset,4,4,Sunset/Parkside,20091778030,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4820777,37.76224616
15207,2009,1491 1489 VALENCIA            ST0000,6530042,6530,042,39,MRES,Multi-Family Residential,A,Apartment 4 units or less,2009,0,0,0,0,0,NA,NA,0,0,2474,0,0,NA,1000,1,NA,,NA,0,0,,,0,0,0,0,9.0,9C,Inner Mission,9,9,Mission,20096530042,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4200286,37.74913827
15208,2018,0000 0149 SITUS TO BE ASSIGNEDST0000,0331017,0331,017,3,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2009,56,0,112,8,57,C3G,B,0,0,36804,0,6332,NA,1000,1,NA,,NA,0,0,,,0,1904773,3333765,0,8.0,8I,Union Square,5,6,Tenderloin,20180331017,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4096987,37.78497472
15463,2010,0129 0101 SITUS TO BE ASSIGNEDST0000,3719390,3719,390,25,MRES,Multi-Family Residential,A,Apartment 4 units or less,2009,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,1016,1,NA,,NA,0,0,,,0,0,0,0,9.0,9B,Financial District South,6,6,Financial District/South Beach,20103719390,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3959246,37.79054249
15465,2010,0000 5600 03RD                ST0000,5421012,5421,012,32,MRES,Multi-Family Residential,A,Apartment 4 units or less,2009,0,0,0,0,124,NA,NA,0,0,238802,0,0,NA,1018,1,NA,,NA,0,0,,,0,0,7567786,0,10.0,10A,Bayview,10,10,Bayview Hunters Point,20105421012,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.395169,37.72741993
15576,2017,1517 1515 12TH                AV0000,1858004,1858,004,14,MRES,Multi-Family Residential,F,Flats & Duplex,2010,5,5,17,3,2,RH2,NA,0,0,4853,626,2996,NA,1000,0.25,11,Home Owners,NA,0,7000,2005-08-30 0:00:00,00:00:00.000,0,1048916,600504,0,2.0,2F,Inner Sunset,7,7,Inner Sunset,20171858004,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4695664,37.7598065
15637,2017,0000 1188 MISSION             ST0000,3702307,3702,307,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2010,0,0,0,24,440,C3G,NA,0,0,309000,7105,14792,NA,1000,1,NA,,NA,0,0,,,0,62500604,51136856,0,9.0,9F,South of Market,6,6,South of Market,20173702307,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4128121,37.77832058
15638,2017,0000 0255 SITUS TO BE ASSIGNEDST0000,3731242,3731,242,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2010,0,0,0,5,0,NA,NA,0,0,75224,0,0,NA,1000,1,3,Welfare,NA,25058437,0,,,0,24285948,1608892,6803,9.0,9F,South of Market,6,6,South of Market,20173731242,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4084643,37.77764896
15863,2017,0000 0829 FOLSOM              ST0804,3752577,3752,577,25,MRES,Multi-Family Residential,A,Apartment 4 units or less,2010,0,0,0,0,0,NA,NA,0,0,700,0,0,NA,1000,1,NA,,NA,0,0,2014-08-22 0:00:00,00:00:00.000,0,390921,390921,0,9.0,9F,South of Market,6,6,South of Market,20173752577,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4016514,37.78115482
15866,2017,0000 0829 FOLSOM              ST0812,3752580,3752,580,25,MRES,Multi-Family Residential,A,Apartment 4 units or less,2010,0,0,0,0,0,NA,NA,0,0,502,0,0,NA,1000,1,NA,,NA,0,0,2014-10-22 0:00:00,00:00:00.000,0,310148,310148,0,9.0,9F,South of Market,6,6,South of Market,20173752580,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4016514,37.78115482
