OBJECTID,Closed Roll Year,Property Location,Parcel Number,Block,Lot,Volume Number,Use Code,Use Definition,Property Class Code,Property Class Code Definition,Year Property Built,Number of Bathrooms,Number of Bedrooms,Number of Rooms,Number of Stories,Number of Units,Zoning Code,Construction Type,Lot Depth,Lot Frontage,Property Area,Basement Area,Lot Area,Lot Code,Tax Rate Area Code,Percent of Ownership,Exemption Code,Exemption Code Definition,Status Code,Misc Exemption Value,Homeowner Exemption Value,Current Sales Date,Assessed Fixtures Value,Assessed Improvement Value,Assessed Land Value,Assessed Personal Property Value,Assessor Neighborhood District,Assessor Neighborhood Code,Assessor Neighborhood,Supervisor District,Supervisor District 2012,Analysis Neighborhood,the_geom,Row ID,data_as_of,data_loaded_at,date_dat_2,time_dat_2,POINT_X,POINT_Y
37788,2017,0000 0225 19TH                AV0000,1414003,1414,003,10,MRES,Multi-Family Residential,A,Apartment 4 units or less,1986,4,7,16,2,3,RM1,D,20,0,3230,0,3000,R,1000,1,NA,,NA,0,0,1998-03-20 0:00:00,00:00:00.000,0,412745,619118,0,1.0,1A,Central Richmond,1,1,Outer Richmond,20171414003,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4788721,37.78367365
37789,2017,0000 0268 19TH                AV0000,1415019,1415,019,10,MRES,Multi-Family Residential,A,Apartment 4 units or less,1986,4,7,14,2,3,RH2,D,20,0,3784,0,3000,R,1000,1,11,Home Owners,NA,0,7000,,,0,573104,353465,0,1.0,1A,Central Richmond,1,1,Outer Richmond,20171415019,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.478156,37.78288379
37790,2017,0000 0250 17TH                AV0000,1417023,1417,023,10,MRES,Multi-Family Residential,F,Flats & Duplex,1986,5,7,15,2,2,RH2,D,20,0,4652,760,3000,R,1000,1,NA,,NA,0,0,2013-04-23 0:00:00,00:00:00.000,0,547495,1277491,0,1.0,1A,Central Richmond,1,1,Outer Richmond,20171417023,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4760444,37.78333229
37791,2017,0000 0368 7TH                 AV0000,1438024,1438,024,10,MRES,Multi-Family Residential,FS,Flat & Store 4 units or less,1986,5,8,19,3,4,NC3,NA,20,0,5621,0,3000,R,1000,1,NA,,NA,0,0,2004-05-12 0:00:00,00:00:00.000,0,793840,1190761,0,1.0,1B,Inner Richmond,1,1,Inner Richmond,20171438024,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4650757,37.78167155
37792,2017,0000 0338 8TH                 AV0000,1439032,1439,032,10,MRES,Multi-Family Residential,F,Flats & Duplex,1986,7,8,21,2,3,RM1,D,20,0,4284,420,3000,R,1000,0.125,NA,,NA,0,0,,,0,525273,451476,0,1.0,1B,Inner Richmond,1,1,Inner Richmond,20171439032,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4661813,37.78209064
37793,2017,0000 0351 22ND                AV0000,1454010,1454,010,11,MRES,Multi-Family Residential,A,Apartment 4 units or less,1986,4,7,14,2,3,RM1,D,25,0,3418,0,3125,R,1000,0.5,11,Home Owners,NA,0,7000,,,0,504036,309760,0,1.0,1A,Central Richmond,1,1,Outer Richmond,20171454010,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4819163,37.78118512
37794,2017,0000 0467 30TH                AV0000,1462013,1462,013,11,MRES,Multi-Family Residential,F,Flats & Duplex,1986,5,3,14,2,2,RH2,D,20,0,3644,560,3000,R,1000,0.25,NA,,NA,0,0,,,0,440024,356852,0,1.0,1A,Central Richmond,1,1,Outer Richmond,20171462013,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4904642,37.78051103
37795,2017,0441 0439 43RD                AV0000,1475032,1475,032,11,MRES,Multi-Family Residential,F,Flats & Duplex,1986,5,8,18,3,2,RH2,D,20,0,5482,722,3600,R,1000,0.1,NA,,NA,0,0,2016-12-30 0:00:00,00:00:00.000,0,75300,0,0,1.0,1E,Outer Richmond,1,1,Outer Richmond,20171475032,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.5044342,37.78036574
37796,2017,0581 0579 42ND                AV0000,1502010,1502,010,11,MRES,Multi-Family Residential,F,Flats & Duplex,1986,4,6,13,2,2,RH2,D,20,0,3586,440,3000,R,1000,1,NA,,NA,0,0,1989-07-21 0:00:00,00:00:00.000,0,273320,167846,0,1.0,1E,Outer Richmond,1,1,Outer Richmond,20171502010,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.5031663,37.77773437
37797,2017,0000 0573 40TH                AV0000,1504004,1504,004,11,MRES,Multi-Family Residential,F,Flats & Duplex,1986,5,6,13,2,2,RH2,D,20,0,4057,633,3000,R,1000,1,NA,,NA,0,0,1997-10-31 0:00:00,00:00:00.000,0,440256,343951,0,1.0,1E,Outer Richmond,1,1,Outer Richmond,20171504004,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.5010339,37.77796884
37798,2017,0000 0572 40TH                AV0000,1505042,1505,042,11,MRES,Multi-Family Residential,F,Flats & Duplex,1986,4,8,15,2,2,RH2,D,20,0,3760,630,3000,R,1000,0.5,NA,,NA,0,0,1998-08-03 0:00:00,00:00:00.000,0,405812,540306,0,1.0,1E,Outer Richmond,1,1,Outer Richmond,20171505042,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.5003776,37.77799868
37799,2017,0000 0571 37TH                AV0000,1507012A,1507,012A,11,MRES,Multi-Family Residential,F,Flats & Duplex,1986,4,6,12,2,2,RH2,D,20,0,3707,916,3000,R,1000,0.33333,NA,,NA,0,0,1987-09-30 0:00:00,00:00:00.000,0,677735,485137,0,1.0,1E,Outer Richmond,1,1,Outer Richmond,20171507012A,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4978199,37.77812334
37800,2017,0000 0577 34TH                AV0000,1510016,1510,016,11,MRES,Multi-Family Residential,F,Flats & Duplex,1986,5,6,14,2,2,RH2,D,20,0,3502,396,3000,R,1000,0.5,11,Home Owners,NA,0,7000,,,0,391198,41630,0,1.0,1E,Outer Richmond,1,1,Outer Richmond,20171510016,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4946034,37.77820077
37801,2017,0000 0550 35TH                AV0000,1510035,1510,035,11,MRES,Multi-Family Residential,F,Flats & Duplex,1986,5,7,14,2,2,RH2,D,20,0,4080,696,3000,R,1000,1,11,Home Owners,NA,0,7000,1995-10-31 0:00:00,00:00:00.000,0,450886,357846,0,1.0,1E,Outer Richmond,1,1,Outer Richmond,20171510035,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4950478,37.77859319
37802,2017,0000 7039 GEARY               BL0000,1510046,1510,046,11,MRES,Multi-Family Residential,F,Flats & Duplex,1986,4,5,11,3,2,RM1,D,0,0,2646,400,2500,R,1000,0.5,11,Home Owners,NA,0,7000,,,0,403208,257354,0,1.0,1E,Outer Richmond,1,1,Outer Richmond,20171510046,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4950657,37.77931019
37803,2017,0000 3734 ANZA                ST0000,1516018,1516,018,11,MRES,Multi-Family Residential,A,Apartment 4 units or less,1986,6,7,15,2,3,RM1,WOO,70,0,4746,510,2870,R,1000,0.5,11,Home Owners,NA,0,7000,2005-06-22 0:00:00,00:00:00.000,0,1020878,1201038,0,1.0,1A,Central Richmond,1,1,Outer Richmond,20171516018,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4885557,37.7781931
37804,2017,0000 0554 26TH                AV0000,1519029,1519,029,11,MRES,Multi-Family Residential,A,Apartment 4 units or less,1986,6,8,20,2,4,RM1,D,40,0,4884,0,3500,R,1000,1,11,Home Owners,NA,0,7000,,,0,563566,57497,410,1.0,1A,Central Richmond,1,1,Outer Richmond,20171519029,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4853673,37.77896414
37805,2017,0000 0448 22ND                AV0000,1523035,1523,035,11,MRES,Multi-Family Residential,A,Apartment 4 units or less,1986,4,8,15,2,3,RM1,D,20,0,3834,0,3180,R,1000,1,11,Home Owners,NA,0,7000,,,0,479436,395320,0,1.0,1A,Central Richmond,1,1,Outer Richmond,20171523035,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4811223,37.77929218
37806,2017,0468 0466 20TH                AV0000,1525028,1525,028,11,MRES,Multi-Family Residential,A,Apartment 4 units or less,1986,4,8,15,2,3,RM1,D,20,0,3742,0,3000,R,1000,1,11,Home Owners,NA,0,7000,,,0,506188,343168,0,1.0,1A,Central Richmond,1,1,Outer Richmond,20171525028,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4789547,37.77904768
37807,2017,0000 0467 07TH                AV0000,1537014,1537,014,11,MRES,Multi-Family Residential,A,Apartment 4 units or less,1986,4,7,14,2,3,RM1,D,20,0,3718,0,3000,R,1000,1,11,Home Owners,NA,0,7000,,,0,614551,308849,0,1.0,1B,Inner Richmond,1,1,Inner Richmond,20171537014,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4655895,37.77965376
37808,2017,0420 0418 02ND                AV0000,1543041,1543,041,11,MRES,Multi-Family Residential,F,Flats & Duplex,1986,6,11,21,3,3,RH3,D,20,0,4431,0,3000,R,1000,1,11,Home Owners,NA,0,7000,1995-08-17 0:00:00,00:00:00.000,0,379317,429416,0,1.0,1B,Inner Richmond,1,1,Inner Richmond,20171543041,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4596372,37.78074756
37821,2017,0000 0501 06TH                AV0000,1549001,1549,001,11,MRES,Multi-Family Residential,A,Apartment 4 units or less,1986,6,8,17,3,3,RM1,D,57.5,0,4149,0,1916.48,NA,1000,0.5,NA,,NA,0,0,2008-09-08 0:00:00,00:00:00.000,0,443824,1231628,0,1.0,1B,Inner Richmond,1,1,Inner Richmond,20171549001,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4643543,37.77892937
37822,2017,0000 0537 08TH                AV0000,1551008,1551,008,11,MRES,Multi-Family Residential,F,Flats & Duplex,1986,5,6,13,2,2,RH2,D,20,0,4137,703,3000,R,1000,0.5,NA,,NA,0,0,2000-11-10 0:00:00,00:00:00.000,0,571262,856898,0,1.0,1B,Inner Richmond,1,1,Inner Richmond,20171551008,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4665618,37.77822574
37823,2017,4447 4445 ANZA                ST0000,1578023,1578,023,12,MRES,Multi-Family Residential,F,Flats & Duplex,1986,3,5,12,2,2,RH2,D,0,0,3058,708,2500,R,1000,1,NA,,NA,0,0,,,0,425534,240213,0,1.0,1E,Outer Richmond,1,1,Outer Richmond,20171578023,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4960264,37.7773953
37825,2017,0660 0658 23RD                AV0000,1622027,1622,027,12,MRES,Multi-Family Residential,F,Flats & Duplex,1986,4,6,13,2,2,RH2,S,20,0,3701,446,3000,R,1000,0.5,NA,,NA,0,0,,,0,403208,274506,0,1.0,1A,Central Richmond,1,1,Outer Richmond,20171622027,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4819115,37.77531029
37826,2017,0025 0623 17TH                AV0000,1627006,1627,006,12,MRES,Multi-Family Residential,F,Flats & Duplex,1986,4,0,13,2,2,RH2,D,20,0,3294,525,3000,R,1000,1,11,Home Owners,NA,0,7000,,,0,343168,300271,0,1.0,1A,Central Richmond,1,1,Outer Richmond,20171627006,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4761835,37.77619113
37827,2017,0000 0635 17TH                AV0000,1627009,1627,009,12,MRES,Multi-Family Residential,F,Flats & Duplex,1986,6,5,9,2,2,RH2,D,20,0,2770,832,2619.6,R,1000,1,NA,,NA,0,0,2013-07-31 0:00:00,00:00:00.000,0,459466,1072088,0,1.0,1A,Central Richmond,1,1,Outer Richmond,20171627009,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4761695,37.77599761
37828,2017,0872 0870 38TH                AV0000,1680037,1680,037,12,MRES,Multi-Family Residential,F,Flats & Duplex,1986,4,6,13,2,2,RH2,D,20,0,3272,203,3000,R,1000,0.5,NA,,NA,0,0,2005-03-11 0:00:00,00:00:00.000,0,504430,756650,0,1.0,1E,Outer Richmond,1,1,Outer Richmond,20171680037,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4978265,37.77251001
37829,2017,1278 1276 21ST                AV0000,1730026,1730,026,13,MRES,Multi-Family Residential,F,Flats & Duplex,1986,6,8,14,2,2,RH2,D,20,0,4584,0,3000,R,1000,1,NA,,NA,0,0,1988-09-07 0:00:00,00:00:00.000,0,587794,404230,0,2.0,2E,Central Sunset,4,4,Sunset/Parkside,20171730026,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4789686,37.76390297
37830,2017,0000 1250 21ST                AV0000,1730033,1730,033,13,MRES,Multi-Family Residential,F,Flats & Duplex,1986,4,7,16,3,2,RH2,D,20,0,5565,0,3000,R,1000,0.16666,NA,,NA,0,0,,,0,514594,265840,0,2.0,2E,Central Sunset,4,4,Sunset/Parkside,20171730033,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4790023,37.76438312
37831,2017,1384 1382 10TH                AV0000,1764022,1764,022,13,MRES,Multi-Family Residential,FA,1 Flat & 1 Apt Bldg-1 Parcel,1986,5,7,14,2,3,RH2,D,20,0,3622,668,3000,R,1000,1,NA,,NA,0,0,,,0,398936,265949,0,2.0,2F,Inner Sunset,7,5,Inner Sunset,20171764022,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4669466,37.7624508
37832,2017,0000 1367 11TH                AV0000,1766014,1766,014,13,MRES,Multi-Family Residential,FA,1 Flat & 1 Apt Bldg-1 Parcel,1986,5,7,15,2,3,RH2,D,20,0,4163,435,3000,R,1000,1,NA,,NA,0,0,,,0,504673,336439,0,2.0,2F,Inner Sunset,7,5,Inner Sunset,20171766014,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4686925,37.76268652
37833,2017,0000 1378 20TH                AV0000,1774027,1774,027,13,MRES,Multi-Family Residential,F,Flats & Duplex,1986,6,9,19,3,3,RH3,D,20,0,4965,276,3000,R,1000,1,NA,,NA,0,0,,,0,557662,300271,0,2.0,2E,Central Sunset,4,4,Sunset/Parkside,20171774027,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.477764,37.76208529
37834,2017,4037 4035 IRVING              ST0000,1796036,1796,036,13,MRES,Multi-Family Residential,FA,1 Flat & 1 Apt Bldg-1 Parcel,1986,5,7,15,2,3,RH2,D,0,0,3088,0,3125,R,1000,1,NA,,NA,0,0,2014-03-31 0:00:00,00:00:00.000,0,465169,1085396,180,2.0,2C,Outer Sunset,4,4,Sunset/Parkside,20171796036,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.5013392,37.76224619
37835,2017,0000 1362 47TH                AV0000,1801029,1801,029,13,MRES,Multi-Family Residential,F,Flats & Duplex,1986,5,10,18,2,2,RH2,D,20,0,4530,900,3000,R,1000,1,NA,,NA,0,0,2007-09-19 0:00:00,00:00:00.000,0,718672,1018594,0,2.0,2C,Outer Sunset,4,4,Sunset/Parkside,20171801029,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.5067197,37.76108239
37836,2017,0000 4244 JUDAH               ST0000,1802018,1802,018,13,MRES,Multi-Family Residential,F,Flats & Duplex,1986,6,9,18,3,3,RH3,D,0,0,4950,0,2500,R,1000,0.33333,NA,,NA,0,0,,,0,572599,376300,0,2.0,2C,Outer Sunset,4,4,Sunset/Parkside,20171802018,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.5078086,37.76058882
37837,2017,0000 1344 LA PLAYA              0000,1803030,1803,030,13,MRES,Multi-Family Residential,F,Flats & Duplex,1986,4,5,14,2,3,RH3,D,20,0,3048,0,3000,R,1000,1,NA,,NA,0,0,1999-06-24 0:00:00,00:00:00.000,0,316080,474126,0,2.0,2C,Outer Sunset,4,4,Sunset/Parkside,20171803030,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.5088845,37.76133203
37838,2017,0000 4109 JUDAH               ST0000,1807040,1807,040,13,MRES,Multi-Family Residential,F,Flats & Duplex,1986,4,8,18,3,3,NC1,D,0,0,3612,0,2500,R,1000,1,NA,,NA,0,0,2012-07-25 0:00:00,00:00:00.000,0,583570,583570,0,2.0,2C,Outer Sunset,4,4,Sunset/Parkside,20171807040,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.5061874,37.76016541
37839,2017,2717 2715 JUDAH               ST0000,1821037,1821,037,14,MRES,Multi-Family Residential,FS,Flat & Store 4 units or less,1986,4,3,8,3,3,NC2,D,0,0,5430,2100,2500,R,1000,1,NA,,NA,0,0,1993-07-30 0:00:00,00:00:00.000,0,366119,292893,0,2.0,2E,Central Sunset,4,4,Sunset/Parkside,20171821037,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4912718,37.76082396
37841,2017,0000 1427 10TH                AV0000,1843003,1843,003,14,MRES,Multi-Family Residential,F,Flats & Duplex,1986,5,6,13,2,2,RH2,D,20,0,4134,820,3000,R,1000,1,NA,,NA,0,0,,,0,489024,240213,0,2.0,2F,Inner Sunset,7,7,Inner Sunset,20171843003,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4675399,37.76155954
37842,2017,0727 0725 KIRKHAM             ST0000,1857035A,1857,035A,14,MRES,Multi-Family Residential,F,Flats & Duplex,1986,4,4,11,2,2,RH2,D,0,0,2902,524,2600,R,1000,0.05,NA,,NA,0,0,,,0,449444,154288,0,2.0,2F,Inner Sunset,7,7,Inner Sunset,20171857035A,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4687092,37.75994728
37843,2017,1608 1606 12TH                AV0000,1932037B,1932,037B,15,MRES,Multi-Family Residential,F,Flats & Duplex,1986,5,7,15,2,2,RH2,D,90,0,3952,754,2250,R,1000,1,NA,,NA,0,0,1992-12-23 0:00:00,00:00:00.000,0,412370,381822,0,2.0,2F,Inner Sunset,7,7,Inner Sunset,20171932037B,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4688413,37.75810918
37844,2017,1652 1650 11TH                AV0000,1933034,1933,034,15,MRES,Multi-Family Residential,F,Flats & Duplex,1986,4,6,12,2,2,RH2,D,20,0,3348,0,3000,R,1000,1,NA,,NA,0,0,1987-05-14 0:00:00,00:00:00.000,0,316255,474384,0,2.0,2F,Inner Sunset,7,7,Inner Sunset,20171933034,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4676673,37.75740444
37845,2017,0000 1658 10TH                AV0000,1934029,1934,029,15,MRES,Multi-Family Residential,F,Flats & Duplex,1986,5,6,14,2,2,RH2,D,20,0,4503,803,3000,R,1000,1,NA,,NA,0,0,,,0,497603,257377,130,2.0,2F,Inner Sunset,7,7,Inner Sunset,20171934029,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4665868,37.75731446
37846,2017,0000 1654 10TH                AV0000,1934030,1934,030,15,MRES,Multi-Family Residential,F,Flats & Duplex,1986,6,9,17,2,2,RH2,D,20,0,4427,720,3000,R,1000,0.5,11,Home Owners,NA,0,7000,,,0,504658,294372,0,2.0,2F,Inner Sunset,7,7,Inner Sunset,20171934030,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4665916,37.75738301
37847,2017,1652 1650 10TH                AV0000,1934031,1934,031,15,MRES,Multi-Family Residential,F,Flats & Duplex,1986,6,9,17,2,2,RH2,D,20,0,4289,525,3000,R,1000,1,11,Home Owners,NA,0,7000,,,0,546728,294386,0,2.0,2F,Inner Sunset,7,7,Inner Sunset,20171934031,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4665964,37.75745156
37853,2017,0000 1695 07TH                AV0000,2042031,2042,031,15,MRES,Multi-Family Residential,F,Flats & Duplex,1986,4,6,12,2,2,RH2,D,10,0,3600,0,3300,R,1000,1,11,Home Owners,NA,0,7000,2005-07-13 0:00:00,00:00:00.000,0,659395,989094,0,2.0,2F,Inner Sunset,7,7,Inner Sunset,20172042031,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4639638,37.75670416
37854,2017,1699 1697 07TH                AV0000,2042032,2042,032,15,MRES,Multi-Family Residential,F,Flats & Duplex,1986,4,6,12,2,2,RH2,D,10,0,3600,0,3300,R,1000,1,11,Home Owners,NA,0,7000,,,0,449996,269152,0,2.0,2F,Inner Sunset,7,7,Inner Sunset,20172042032,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4639581,37.75662189
37862,2017,0000 2591 22ND                AV0000,2423019,2423,019,18,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,1986,23,18,41,3,14,NC1,D,20,0,15262,2252,3600,R,1000,0.5,NA,,NA,0,0,2013-08-29 0:00:00,00:00:00.000,0,780562,1452334,10472,2.0,2D,Parkside,4,4,Sunset/Parkside,20172423019,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4789882,37.73939527
37969,2017,0000 3806 16TH                ST0000,2621013,2621,013,19,MRES,Multi-Family Residential,F,Flats & Duplex,1986,4,6,10,2,2,RH2,D,0,0,3022,0,2308,O,1000,1,11,Home Owners,NA,0,7000,1987-05-28 0:00:00,00:00:00.000,0,402053,336439,0,5.0,5G,Corona Heights,8,8,Castro/Upper Market,20172621013,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4371562,37.76389801
38001,2017,0678 0668 GRAND VIEW          AV0000,2832030,2832,030,20,MRES,Multi-Family Residential,A5,Apartment 5 to 14 Units,1986,21,14,35,4,7,RM1,D,25,0,14910,0,15833.75,R,1000,1,NA,,NA,0,0,,,0,3135357,279884,0,5.0,5C,Noe Valley,8,8,Noe Valley,20172832030,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4429409,37.74961095
38046,2017,0000 3043 16TH                ST0000,3569022,3569,022,23,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,1986,28,0,104,5,28,NC3,D,0,0,25600,0,8202,O,1000,1,3,Welfare,NA,5507058,0,,,0,5254194,252864,0,9.0,9C,Inner Mission,9,9,Mission,20173569022,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4207779,37.76470442
38047,2017,0000 0036 HOFF                ST0000,3569088,3569,088,23,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,1986,49,49,100,5,49,NC3,C,25,0,29000,0,7750,R,1000,1,3,Welfare,NA,5889133,0,,,0,5888267,866,0,9.0,9C,Inner Mission,9,9,Mission,20173569088,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4207088,37.76436668
38048,2017,0000 0147 SAN CARLOS          ST0000,3589029,3589,029,24,MRES,Multi-Family Residential,A,Apartment 4 units or less,1986,5,6,10,3,3,RH3,D,80,0,4261,0,2000,R,1000,0.33333,11,Home Owners,NA,0,7000,,,0,403524,93936,0,9.0,9C,Inner Mission,9,9,Mission,20173589029,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4198479,37.76103652
38052,2017,0000 3764 20TH                ST0000,3598019,3598,019,24,MRES,Multi-Family Residential,A,Apartment 4 units or less,1986,3,4,13,3,3,RH3,D,14,0,5181,0,2850,R,1000,1,NA,,NA,0,0,,,0,672631,39402,0,5.0,5M,Mission Dolores,8,8,Mission,20173598019,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.424921,37.7585231
38057,2017,0000 0090 BARTLETT            ST0000,3616062,3616,062,24,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,1986,63,104,209,2,51,NC3,D,0,0,47048,0,65945,O,1000,1,3,Welfare,NA,7739148,0,,,0,6863990,875158,29020,9.0,9C,Inner Mission,9,9,Mission,20173616062,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4202759,37.75614882
