,the_geom,Geographic_Area_Name,estimatedPercentBelowPovertyLevel
1250,"[[37.333089991, -121.824689024], [37.339540991, -121.842758027], [37.334882991, -121.829051024], [37.334023991, -121.826528024], [37.32884199, -121.832313024], [37.33308999, -121.836487025], [37.329373991, -121.830174024], [37.342141991, -121.836095026], [37.335053991, -121.828798024], [37.334643992, -121.825265023]]",Census Tract 5035.04,10.20%
1251,,Census Tract 1130,10.20%
1252,"[[37.394864984, -122.009663059], [37.388784983, -122.014983059], [37.388404983, -122.003923057], [37.388384984, -121.999213056], [37.394825984, -122.009477058], [37.388544983, -122.013918059], [37.391258983, -122.014171059], [37.388295983, -122.012749058], [37.388294983, -122.008523057], [37.388268982, -122.012611058]]",Census Tract 5089,10.20%
1253,"[[37.916963003, -122.353292171], [37.925068003, -122.365662173], [37.917263004, -122.35310417], [37.925247003, -122.362920173], [37.918480005, -122.334492168], [37.915703004, -122.35185517], [37.923940005, -122.336866169], [37.925212004, -122.353812171], [37.925215003, -122.358874172], [37.909441003, -122.35721917]]",Census Tract 3800.02,10.20%
1254,"[[37.71941598, -122.448447162], [37.71760098, -122.448699162], [37.71466598, -122.44257816], [37.72300598, -122.444172162], [37.71619198, -122.446958162], [37.721412981, -122.448215162], [37.71646498, -122.441033161], [37.723641981, -122.438800161], [37.723375981, -122.441045162], [37.71733198, -122.440423161]]",Census Tract 261,10.20%
1255,"[[38.335720069, -121.939091156], [38.329826069, -121.936580155], [38.33681607, -121.935462156], [38.326883067, -121.957321158], [38.326283067, -121.958977158], [38.335377069, -121.941335157], [38.328655068, -121.953126158], [38.328810067, -121.961300159], [38.329710068, -121.951664158], [38.329733068, -121.946315156]]",Census Tract 2529.14,10.20%
1256,"[[37.766240022, -121.920335087], [37.766674024, -121.905449084], [37.765731023, -121.904785084], [37.765899023, -121.904887084], [37.756889022, -121.914430084], [37.755785021, -121.914594085], [37.759029022, -121.915855085], [37.752175021, -121.915217084], [37.772104023, -121.913633086], [37.754195021, -121.915526085]]",Census Tract 3551.15,10.20%
1257,"[[38.015531018, -122.270710169], [38.004498016, -122.28193417], [38.012435017, -122.275428169], [38.015484018, -122.27056017], [38.012662017, -122.274379169], [38.009086016, -122.28499217], [38.010579016, -122.282112171], [38.008503017, -122.275576169], [38.013030017, -122.27364117], [38.004300016, -122.27949517]]",Census Tract 3591.04,10.20%
1258,"[[37.772696002, -122.207191131], [37.776158002, -122.199908131], [37.772732002, -122.207587132], [37.772681002, -122.205375131], [37.777941003, -122.200157131], [37.781432003, -122.205223132], [37.782840003, -122.203521132], [37.775121003, -122.19874013], [37.783001003, -122.203204132], [37.783591003, -122.199028132]]",Census Tract 4076,10.20%
1259,"[[37.679984002, -122.095329103], [37.680405002, -122.097631104], [37.679251002, -122.095166104], [37.675886001, -122.110541105], [37.679326002, -122.100872105], [37.679213002, -122.095256104], [37.680625002, -122.097253104], [37.679192001, -122.101290105], [37.666863, -122.100575103], [37.680824002, -122.096353104]]",Census Tract 4356.01,10.20%
1260,"[[37.70262598, -122.420768156], [37.701368981, -122.411351155], [37.70637298, -122.424656157], [37.705580982, -122.410320155], [37.69820398, -122.413741154], [37.704643982, -122.406971154], [37.708240981, -122.423903157], [37.706634981, -122.424592157], [37.708243981, -122.415285155], [37.701609981, -122.412069154]]",Census Tract 6002,10.20%
1261,"[[38.43751402, -122.710648286], [38.430947019, -122.713595286], [38.434768019, -122.716901287], [38.43172802, -122.715708287], [38.43942902, -122.706273286], [38.430939019, -122.713256286], [38.43605702, -122.716843287], [38.430992019, -122.714239286], [38.43574502, -122.717356287], [38.43744302, -122.701367284]]",Census Tract 1519,10.30%
1262,"[[37.345464981, -121.99464305], [37.345590981, -121.98534405], [37.352294982, -121.982353049], [37.352274982, -121.98820305], [37.34522498, -121.987073049], [37.34547498, -121.995653051], [37.34680498, -121.995683051], [37.349974982, -121.977673048], [37.345344981, -121.99421305], [37.352284981, -121.98343305]]",Census Tract 5054.01,10.30%
1263,"[[38.014415029, -122.122296146], [38.013777027, -122.136753149], [38.009853028, -122.131692147], [38.012672027, -122.135706148], [38.022090029, -122.128278148], [38.012617028, -122.135654148], [38.009348027, -122.132534147], [38.022527029, -122.130331148], [38.02120903, -122.117941146], [38.017297029, -122.117939146]]",Census Tract 3170,10.30%
1264,"[[37.947322983, -122.669098222], [37.95205798, -122.713169229], [37.936797983, -122.656429219], [37.946547983, -122.666115221], [37.956224983, -122.681800225], [37.909228984, -122.612880209], [37.947201983, -122.669088221], [37.904630984, -122.605907207], [37.945455984, -122.663850221], [37.923756983, -122.637744214]]",Census Tract 1321,10.30%
1265,"[[37.755370985, -122.419871162], [37.756906985, -122.421131162], [37.760239986, -122.419219162], [37.760193986, -122.419988163], [37.758768986, -122.416885162], [37.757171986, -122.416733162], [37.755299985, -122.420977162], [37.755572986, -122.416580161], [37.759376986, -122.421368162], [37.758503985, -122.421285162]]",Census Tract 208.01,10.30%
1266,"[[37.736621984, -122.408371158], [37.729050983, -122.419499159], [37.735749984, -122.408849158], [37.732234983, -122.415128159], [37.731168983, -122.419295159], [37.728749983, -122.409547157], [37.737404984, -122.408224158], [37.731687983, -122.419269159], [37.729227983, -122.415206158], [37.735654984, -122.408936157]]",Census Tract 257.01,10.30%
1267,"[[37.898095024, -122.056322123], [37.883689023, -122.05289112], [37.898724024, -122.056810123], [37.883463022, -122.04921712], [37.890135023, -122.058812122], [37.896632024, -122.056022123], [37.888810023, -122.057298122], [37.895831023, -122.055694122], [37.894009023, -122.054929122], [37.897337023, -122.060442123]]",Census Tract 3390.01,10.30%
1268,"[[37.629062997, -122.102495099], [37.624858997, -122.101765098], [37.624196998, -122.093793097], [37.628834997, -122.102347099], [37.631429997, -122.1082761], [37.633025997, -122.1086581], [37.628697997, -122.102263099], [37.625185997, -122.101439098], [37.631369997, -122.1089461], [37.631386997, -122.1088561]]",Census Tract 4371.02,10.30%
1269,"[[37.725875001, -122.160479119], [37.715616001, -122.154318117], [37.717842001, -122.158762118], [37.721967002, -122.151681117], [37.726790002, -122.157633119], [37.726876001, -122.157537119], [37.726096001, -122.16391712], [37.718045001, -122.158995118], [37.715880001, -122.156524117], [37.726030001, -122.160737119]]",Census Tract 4326.01,10.30%
1270,"[[37.96172701, -122.31526617], [37.946828009, -122.311794167], [37.916979009, -122.279246159], [37.957177012, -122.278943164], [37.963240012, -122.289680166], [37.95551601, -122.318552169], [37.963335012, -122.291194166], [37.963692012, -122.295437167], [37.917974009, -122.276356159], [37.920615011, -122.254717156]]",Census Tract 3610,10.30%
1271,"[[37.370788993, -121.84201703], [37.362818993, -121.835795029], [37.362851993, -121.834163028], [37.363040993, -121.836032029], [37.366390994, -121.828536027], [37.370238994, -121.831811028], [37.371522994, -121.832776029], [37.369944994, -121.831578028], [37.365864994, -121.828061027], [37.365161993, -121.838100029]]",Census Tract 5039.03,10.30%
1272,"[[37.918831055, -121.641210061], [37.919387053, -121.677986067], [37.958077059, -121.640964066], [37.968847057, -121.682804073], [37.906319052, -121.673671064], [37.959067055, -121.696110074], [37.941664053, -121.696177072], [37.947521058, -121.641015065], [37.968866057, -121.686242074], [37.924272056, -121.641163062]]",Census Tract 3031.06,10.30%
1273,"[[37.774482998, -122.258925139], [37.774967998, -122.269369142], [37.775452999, -122.253834139], [37.774954998, -122.268993141], [37.775124997, -122.276093142], [37.785432999, -122.256693141], [37.778501997, -122.276676143], [37.778100999, -122.251647139], [37.775227997, -122.276805143], [37.774777998, -122.264828141]]",Census Tract 4273,10.40%
1274,"[[37.763813005, -122.150251122], [37.754171005, -122.150842121], [37.756547004, -122.14844512], [37.757121005, -122.14809312], [37.753698004, -122.152748121], [37.763870004, -122.162546124], [37.773119005, -122.158439124], [37.770927006, -122.155233123], [37.768415005, -122.157829123], [37.754391005, -122.150618121]]",Census Tract 4098,10.40%
1275,"[[37.74836698, -122.482527171], [37.75238098, -122.47636817], [37.756065981, -122.477693171], [37.755970981, -122.479830171], [37.755923981, -122.480903171], [37.750372981, -122.47943917], [37.75381998, -122.486131171], [37.75046798, -122.47729617], [37.754242981, -122.47654417], [37.75195598, -122.486001172]]",Census Tract 328.02,10.40%
1276,"[[37.870743005, -122.282103154], [37.874042006, -122.273351153], [37.877075006, -122.279375154], [37.874221005, -122.273370153], [37.876907005, -122.280749155], [37.877431006, -122.273724154], [37.875768005, -122.282683155], [37.872272005, -122.273167153], [37.870892005, -122.282125154], [37.877514006, -122.276058154]]",Census Tract 4223,10.40%
1277,"[[37.711196978, -122.462418163], [37.71831498, -122.448608162], [37.71617398, -122.450391162], [37.711080979, -122.455609162], [37.713348979, -122.452291162], [37.71681898, -122.448970162], [37.710836978, -122.456352162], [37.711258978, -122.462569163], [37.713908979, -122.462568164], [37.711070978, -122.455632162]]",Census Tract 314.01,10.40%
1278,"[[37.848676004, -122.26906215], [37.849303005, -122.260727149], [37.850988004, -122.26884215], [37.852038005, -122.260342149], [37.845806004, -122.261208148], [37.844632004, -122.264469149], [37.851148004, -122.26888115], [37.851827004, -122.26796515], [37.844535003, -122.265153149], [37.851054005, -122.260483148]]",Census Tract 4005,10.40%
1279,"[[37.997791057, -121.712988081], [37.972324054, -121.714086079], [37.976061055, -121.714072079], [37.988948058, -121.696283077], [37.986701056, -121.71407108], [37.997691057, -121.711409081], [37.997809057, -121.715828082], [37.971328056, -121.698219076], [37.971457055, -121.710754078], [37.990828058, -121.695091078]]",Census Tract 3020.07,10.50%
1280,,Census Tract 4351.02,10.50%
1281,"[[37.645454999, -122.0935351], [37.645903999, -122.094734099], [37.645045999, -122.093760099], [37.648306, -122.0919941], [37.657737, -122.098239102], [37.659374, -122.093952101], [37.645133999, -122.0937111], [37.651075, -122.098308101], [37.646805, -122.092784099], [37.645037999, -122.094088099]]",Census Tract 4368,10.50%
1282,,Census Tract 2019,10.50%
1283,"[[37.323854989, -121.846936025], [37.327051989, -121.848129026], [37.323603989, -121.847307025], [37.323791989, -121.847028026], [37.324639989, -121.845803025], [37.330436988, -121.857074028], [37.323397988, -121.847608026], [37.329550989, -121.850545027], [37.330203988, -121.857420028], [37.330729989, -121.851710027]]",Census Tract 5031.17,10.50%
1284,"[[37.363125994, -121.825524027], [37.351399993, -121.826203025], [37.358180993, -121.820989026], [37.352509993, -121.824570025], [37.358721994, -121.821492025], [37.351618993, -121.825884026], [37.355611994, -121.819954025], [37.358589993, -121.832381028], [37.354697993, -121.829617026], [37.361149994, -121.823691026]]",Census Tract 5040.01,10.50%
1285,"[[37.712022002, -122.141948115], [37.708392001, -122.145551114], [37.718304002, -122.144046115], [37.716404001, -122.152462117], [37.716273002, -122.141424115], [37.710647001, -122.150533116], [37.713245001, -122.139820115], [37.708436001, -122.145455115], [37.710042001, -122.144153115], [37.714337002, -122.138736114]]",Census Tract 4331.04,10.50%
1286,"[[38.063726072, -121.582659069], [38.01852607, -121.568011061], [38.024229061, -121.690681081], [38.070580066, -121.679713085], [37.976639063, -121.611080063], [38.032955071, -121.571612063], [37.998913067, -121.573542059], [38.077262074, -121.576089069], [38.090744071, -121.631662079], [38.023586061, -121.69060008]]",Census Tract 3010,10.60%
1287,"[[37.779678987, -122.423554165], [37.778333987, -122.426654165], [37.774603986, -122.425901165], [37.774803987, -122.424356164], [37.777295987, -122.419778165], [37.778242987, -122.419956165], [37.775223987, -122.421110164], [37.775377987, -122.419802164], [37.776934987, -122.426372166], [37.778542986, -122.425011165]]",Census Tract 162,10.60%
1288,"[[37.870998005, -122.277099154], [37.862485005, -122.279023152], [37.862613004, -122.278000153], [37.863039005, -122.274635152], [37.871330005, -122.273060153], [37.868525004, -122.281909154], [37.871259005, -122.275024153], [37.868025005, -122.281857154], [37.862229005, -122.281067153], [37.870417004, -122.281605154]]",Census Tract 4230,10.60%
1289,"[[37.381377986, -121.96218505], [37.374058984, -121.986906052], [37.377786986, -121.947703047], [37.371821983, -121.986939052], [37.356337986, -121.932129043], [37.370487984, -121.981632051], [37.386419985, -121.979833053], [37.382103984, -121.986983053], [37.368006984, -121.969827049], [37.366188986, -121.940115045]]",Census Tract 5052.02,10.60%
1290,,Census Tract 1311,10.60%
1291,"[[37.446807997, -121.895550047], [37.446586996, -121.899528047], [37.446786997, -121.895893047], [37.446490995, -121.900972048], [37.442246995, -121.905037048], [37.434270996, -121.890754045], [37.432667995, -121.897981045], [37.446619996, -121.898977047], [37.440653995, -121.904242047], [37.443198995, -121.905274048]]",Census Tract 5044.14,10.60%
1292,"[[38.406486043, -122.368076231], [38.395264043, -122.355974228], [38.388527042, -122.364202228], [38.394620041, -122.376531231], [38.387945042, -122.365537228], [38.406405043, -122.368210231], [38.405797043, -122.369128231], [38.396491042, -122.365997229], [38.407463043, -122.369341231], [38.386021041, -122.370313228]]",Census Tract 2013,10.60%
1293,"[[38.290459009, -122.698401266], [38.28108801, -122.668114261], [38.286714009, -122.690831265], [38.269673009, -122.67302926], [38.27833801, -122.668678261], [38.30508801, -122.706363269], [38.296103012, -122.666436263], [38.302045009, -122.709894269], [38.272684009, -122.675743261], [38.30872101, -122.701774269]]",Census Tract 1512.05,10.60%
1294,"[[38.319791042, -122.285167207], [38.320701043, -122.282322207], [38.318316042, -122.280623206], [38.318077042, -122.279825206], [38.321945043, -122.282918207], [38.314688042, -122.276726206], [38.314056042, -122.285152207], [38.320657042, -122.285320208], [38.315770043, -122.276642205], [38.320073043, -122.282098207]]",Census Tract 2005.05,10.60%
1295,"[[37.297916987, -121.837847022], [37.303689987, -121.843549023], [37.306981988, -121.846715024], [37.303417988, -121.838172022], [37.301116988, -121.833618021], [37.309766987, -121.844919024], [37.307802988, -121.847507024], [37.304977988, -121.838647022], [37.309086988, -121.842377024], [37.299704987, -121.83037202]]",Census Tract 5032.13,10.70%
1296,"[[38.452620017, -122.759573296], [38.452587018, -122.749060294], [38.46266602, -122.742960294], [38.457476018, -122.756923296], [38.454739018, -122.759722296], [38.455171018, -122.759504295], [38.453300019, -122.741452293], [38.457430018, -122.756980296], [38.452611018, -122.744517293], [38.461245019, -122.751272295]]",Census Tract 1529.03,10.70%
1297,"[[37.442924977, -122.163843087], [37.450925977, -122.167473089], [37.442494977, -122.160873087], [37.453801977, -122.162802089], [37.448684978, -122.154773087], [37.451298977, -122.165681089], [37.453215977, -122.163103088], [37.452935978, -122.164881089], [37.453107978, -122.163476089], [37.452314978, -122.159303088]]",Census Tract 5113.02,10.70%
1298,"[[37.871812988, -122.519920191], [37.861341987, -122.510277188], [37.871451988, -122.510456189], [37.870513988, -122.507073188], [37.873209988, -122.51969519], [37.874941988, -122.51150719], [37.864950987, -122.514621189], [37.863042988, -122.506016187], [37.871440989, -122.507101189], [37.871477989, -122.509356188]]",Census Tract 1290,10.70%
1299,"[[37.403577976, -122.122724077], [37.417603977, -122.13175408], [37.402163976, -122.135323079], [37.401887976, -122.124132076], [37.399558975, -122.136193079], [37.401272976, -122.124484076], [37.408564976, -122.133983079], [37.400764976, -122.129983077], [37.403274977, -122.123147077], [37.416717977, -122.136589081]]",Census Tract 5106,10.70%
1300,"[[37.647966, -122.086129098], [37.647184999, -122.0923841], [37.655996001, -122.082486099], [37.656912001, -122.083285099], [37.656792001, -122.083118099], [37.648453, -122.083504099], [37.648554, -122.082837098], [37.654851001, -122.081558099], [37.652589001, -122.079632098], [37.648199, -122.085112098]]",Census Tract 4366.02,10.70%
1301,"[[38.249277053, -122.055194164], [38.215080048, -122.083607165], [38.212244048, -122.083632164], [38.249788052, -122.069535166], [38.219073049, -122.083610165], [38.239199053, -122.043920161], [38.22884405, -122.083780166], [38.200258047, -122.081082162], [38.227580052, -122.05007116], [38.23917405, -122.084007167]]",Census Tract 2524.02,10.70%
1302,"[[37.405268, -121.789597026], [37.399961999, -121.796727026], [37.419868997, -121.848214036], [37.422536999, -121.834589035], [37.396924998, -121.808421028], [37.420606998, -121.842221035], [37.395254998, -121.810356028], [37.393963997, -121.818533029], [37.396517999, -121.802202027], [37.410712997, -121.849265035]]",Census Tract 5043.08,10.70%
1303,,Census Tract 1543.06,10.70%
1304,"[[37.748371985, -122.41056416], [37.748384985, -122.40976216], [37.752800985, -122.40914316], [37.751205986, -122.40899116], [37.754291986, -122.411133161], [37.748369985, -122.41046216], [37.748401985, -122.40886716], [37.751038985, -122.41175916], [37.754266986, -122.40925216], [37.752633985, -122.41191316]]",Census Tract 229.02,10.70%
1305,"[[37.765490982, -122.477274172], [37.761705982, -122.476987171], [37.759694981, -122.480089171], [37.765440982, -122.478360172], [37.765342981, -122.480608172], [37.761374981, -122.484509172], [37.763566982, -122.477129172], [37.765307981, -122.481425172], [37.759759981, -122.478602171], [37.765490982, -122.477502172]]",Census Tract 326.01,10.80%
1306,"[[37.97153705, -121.771342087], [37.97192705, -121.778198088], [37.973413051, -121.766454086], [37.966325049, -121.780047088], [37.97189005, -121.780741089], [37.97193105, -121.780338089], [37.964724049, -121.776246087], [37.970181051, -121.760266085], [37.973525051, -121.764759086], [37.973598051, -121.769200087]]",Census Tract 3551.10,10.80%
1307,"[[37.660638976, -122.433303153], [37.663520976, -122.435221154], [37.664960976, -122.436936154], [37.665681975, -122.444328156], [37.659749976, -122.430820152], [37.669202977, -122.432098154], [37.666821977, -122.439434155], [37.671252977, -122.436872155], [37.667410977, -122.428281153], [37.664481976, -122.443112155]]",Census Tract 6019.01,10.80%
1308,"[[37.937227053, -121.700303072], [37.937009053, -121.697866072], [37.954180053, -121.710035076], [37.954127054, -121.696178073], [37.937324053, -121.698467072], [37.936783053, -121.697086072], [37.942243053, -121.706031073], [37.954391054, -121.700655075], [37.954279054, -121.696301074], [37.944735054, -121.696156072]]",Census Tract 3031.05,10.80%
1309,"[[38.530801026, -122.7257833], [38.535132023, -122.766847307], [38.511824025, -122.719583297], [38.552375028, -122.725537303], [38.545319024, -122.77451531], [38.525630023, -122.765626305], [38.532841024, -122.765724306], [38.520780026, -122.718614297], [38.545441024, -122.769884308], [38.546800024, -122.772265309]]",Census Tract 1527.01,10.80%
1310,"[[37.897337023, -122.060335123], [37.898037023, -122.070888125], [37.905349024, -122.064982125], [37.906411024, -122.064139125], [37.897128022, -122.070857125], [37.899135024, -122.056474123], [37.896816022, -122.068909124], [37.904506023, -122.067702125], [37.897334023, -122.061791123], [37.906606024, -122.059264124]]",Census Tract 3390.03,10.80%
1311,"[[37.837842003, -122.263616148], [37.831186003, -122.266954147], [37.825046002, -122.268424147], [37.836063004, -122.259729147], [37.825394002, -122.261616146], [37.837580004, -122.263062148], [37.834392003, -122.260189146], [37.832006003, -122.259975146], [37.828266002, -122.267568147], [37.837686003, -122.265241148]]",Census Tract 4011,10.80%
1312,"[[37.789730989, -122.412199165], [37.789744989, -122.412089164], [37.791420988, -122.414120165], [37.790128988, -122.412167164], [37.789436989, -122.414507165], [37.791210989, -122.415763166], [37.791210989, -122.415763166], [37.790816989, -122.415684166], [37.789383988, -122.414924165], [37.791631988, -122.412474165]]",Census Tract 119.01,10.80%
1313,"[[38.295176043, -122.2527292], [38.287980041, -122.265003201], [38.291432042, -122.2585792], [38.292660042, -122.254375199], [38.279828041, -122.259234198], [38.291278042, -122.2588312], [38.282575042, -122.248574197], [38.282865042, -122.249659198], [38.293636043, -122.251725199], [38.296386042, -122.261217201]]",Census Tract 2003.02,10.80%
1314,"[[37.340374993, -121.809539022], [37.344744993, -121.808876022], [37.344394993, -121.808482022], [37.343670992, -121.821710024], [37.340586993, -121.808885021], [37.337858992, -121.817306022], [37.343945993, -121.808104021], [37.343629992, -121.821764024], [37.343394992, -121.821928024], [37.344158992, -121.818509024]]",Census Tract 5035.11,10.80%
1315,"[[37.666524001, -122.103496103], [37.671524, -122.108959105], [37.666051, -122.113153105], [37.668711, -122.105760104], [37.666706, -122.103465104], [37.666112, -122.112063104], [37.672018, -122.111671105], [37.666524001, -122.103365104], [37.670338999, -122.115968106], [37.666097, -122.112327105]]",Census Tract 4362,10.90%
1316,"[[37.769099004, -122.172042126], [37.760903004, -122.168742125], [37.761005004, -122.168521124], [37.762637004, -122.165045124], [37.760355004, -122.170832125], [37.760155004, -122.170307125], [37.768755004, -122.172845126], [37.767719004, -122.170012126], [37.761515003, -122.172089125], [37.766556004, -122.168356125]]",Census Tract 4084,10.90%
1317,,Census Tract 1322,10.90%
1318,"[[38.020302047, -121.88103411], [38.025974045, -121.906677115], [38.024213046, -121.888099111], [38.019917047, -121.88118511], [38.016694046, -121.88238711], [38.020661045, -121.906892114], [38.017441047, -121.88210811], [38.024658047, -121.890452112], [38.021836047, -121.88041511], [38.017084046, -121.889327111]]",Census Tract 3110,10.90%
1319,"[[37.364687992, -121.850977031], [37.366879993, -121.847934031], [37.369058991, -121.861056032], [37.363180992, -121.855893032], [37.368616992, -121.860580033], [37.366395992, -121.858512032], [37.373923993, -121.858847033], [37.365082991, -121.857767032], [37.366826992, -121.858802032], [37.376615993, -121.855031032]]",Census Tract 5037.08,10.90%
1320,"[[37.819444003, -122.254252144], [37.822880003, -122.250263144], [37.824485002, -122.258579145], [37.821843003, -122.254745144], [37.820423003, -122.251472144], [37.823240003, -122.256590145], [37.827342003, -122.256056145], [37.824059003, -122.251879144], [37.819006002, -122.253692143], [37.821392003, -122.248223143]]",Census Tract 4040,10.90%
1321,"[[37.890151056, -121.602242052], [37.889268054, -121.622000055], [37.790012042, -121.66630605], [37.889382054, -121.618108054], [37.810708051, -121.580512039], [37.857826055, -121.578034044], [37.80928505, -121.58656504], [37.797122042, -121.681216053], [37.889476055, -121.612507053], [37.889927055, -121.609938052]]",Census Tract 3040.02,10.90%
1322,"[[37.004934979, -121.575062949], [36.999414978, -121.584592949], [36.99993098, -121.567116947], [37.00485498, -121.569212948], [37.004757979, -121.575714949], [36.998868979, -121.570736948], [36.995754979, -121.580192949], [37.00446298, -121.569030948], [37.000294978, -121.581922949], [36.996804978, -121.577792949]]",Census Tract 5125.12,10.90%
1323,"[[37.805216004, -122.215937136], [37.805612004, -122.215888137], [37.800977004, -122.218214136], [37.805958004, -122.215812137], [37.803337004, -122.216954136], [37.805832004, -122.215861136], [37.810088005, -122.211783136], [37.800476003, -122.216752136], [37.811227004, -122.214041137], [37.810639005, -122.211387136]]",Census Tract 4048,11.00%
1324,"[[37.993686049, -121.810087096], [38.005628051, -121.814058098], [37.994136049, -121.814706097], [37.994117049, -121.810035096], [37.998029049, -121.822212098], [37.99754105, -121.810061096], [37.993414049, -121.820093098], [38.000876051, -121.805994096], [38.00445005, -121.815061098], [37.995993049, -121.822678098]]",Census Tract 3071.02,11.00%
1325,,Census Tract 3551.07,11.00%
1326,,Census Tract 1542.01,11.00%
1327,"[[38.130516031, -122.225945176], [38.141497032, -122.223835177], [38.142075031, -122.24436518], [38.12955503, -122.234685177], [38.138864032, -122.220072176], [38.128915029, -122.244170178], [38.128619031, -122.231013177], [38.128194029, -122.248966179], [38.128861029, -122.242160178], [38.136974032, -122.221294176]]",Census Tract 2519.01,11.10%
1328,"[[37.856460006, -122.258074149], [37.861443006, -122.258905149], [37.859977006, -122.253390148], [37.861405005, -122.259029149], [37.856208005, -122.259918149], [37.860687005, -122.264532151], [37.856588005, -122.257103149], [37.861582006, -122.257496149], [37.855870005, -122.262420149], [37.856836005, -122.26375215]]",Census Tract 4236.01,11.10%
1329,"[[37.688863998, -122.162295115], [37.691120998, -122.156556115], [37.677391998, -122.151314112], [37.678979998, -122.150052112], [37.686040998, -122.160584114], [37.677328998, -122.151467112], [37.680741998, -122.150083112], [37.690976998, -122.161841115], [37.691238999, -122.152934114], [37.675473997, -122.154094112]]",Census Tract 4335,11.10%
1330,"[[37.671764981, -122.379110146], [37.662020978, -122.402664149], [37.657630978, -122.406305149], [37.654486976, -122.42065515], [37.641111976, -122.411428147], [37.640712976, -122.412618147], [37.641235976, -122.411590148], [37.654320977, -122.419843151], [37.648661976, -122.429482151], [37.664033978, -122.399570148]]",Census Tract 6023,11.10%
1331,"[[38.495131021, -122.7549773], [38.46969002, -122.749100296], [38.479028022, -122.733244295], [38.476766022, -122.732118294], [38.479751022, -122.733784295], [38.49656002, -122.770454302], [38.496182021, -122.757597301], [38.488790021, -122.746031298], [38.496178021, -122.7564443], [38.46845502, -122.746053296]]",Census Tract 1528.01,11.10%
1332,"[[37.904387005, -122.313312163], [37.898135005, -122.311881162], [37.925401006, -122.332743168], [37.925507006, -122.325435167], [37.919107006, -122.318081165], [37.924177007, -122.320724166], [37.901473005, -122.311300162], [37.925508006, -122.325568167], [37.911200006, -122.322410165], [37.920639006, -122.320790166]]",Census Tract 3820,11.10%
1333,"[[37.87311099, -122.491677186], [37.90201499, -122.515664193], [37.874850989, -122.492517187], [37.89663299, -122.516067193], [37.898819991, -122.502468191], [37.87291399, -122.492229186], [37.896780991, -122.501898191], [37.89365199, -122.49987319], [37.896693991, -122.50186819], [37.899487991, -122.505796191]]",Census Tract 1250,11.10%
1334,"[[37.794781989, -122.416486166], [37.796976989, -122.411869165], [37.797055988, -122.416944166], [37.797347989, -122.411943166], [37.796503989, -122.416832166], [37.798008989, -122.417136166], [37.796114989, -122.416754166], [37.796532989, -122.416838166], [37.795855989, -122.411643165], [37.797181989, -122.411911165]]",Census Tract 108,11.10%
1335,"[[37.256408977, -121.931279031], [37.250744978, -121.913093028], [37.251217976, -121.93129603], [37.260991978, -121.91880003], [37.261746977, -121.931424032], [37.252243978, -121.912181028], [37.250734978, -121.910753027], [37.261744978, -121.929118032], [37.261747978, -121.925355031], [37.251057978, -121.910757028]]",Census Tract 5028,11.10%
1336,"[[37.846993003, -122.281817152], [37.847781003, -122.281876152], [37.848645002, -122.288328153], [37.849762003, -122.283339152], [37.844939002, -122.287224152], [37.847526003, -122.287967152], [37.842006002, -122.286307151], [37.840158002, -122.285703151], [37.850312003, -122.283472152], [37.850532003, -122.286135152]]",Census Tract 4008,11.10%
1337,"[[37.789730989, -122.412199165], [37.790164989, -122.408799164], [37.789955988, -122.410446164], [37.789362988, -122.415085165], [37.788086989, -122.410070164], [37.787794989, -122.412357164], [37.789533989, -122.413741165], [37.789324988, -122.415385165], [37.789857988, -122.408736164], [37.789324988, -122.415385165]]",Census Tract 121,11.10%
1338,"[[37.299969989, -121.821610019], [37.284805988, -121.810175015], [37.289106988, -121.814053017], [37.284137988, -121.812281016], [37.291096988, -121.818892018], [37.288660988, -121.814834017], [37.288839988, -121.814295016], [37.288514988, -121.815949017], [37.291805988, -121.819271017], [37.293425988, -121.819869018]]",Census Tract 5032.07,11.10%
1339,"[[37.338427991, -121.841678026], [37.32884199, -121.832313024], [37.32789199, -121.834992024], [37.32822199, -121.831866024], [37.330555989, -121.843321026], [37.32812099, -121.831974024], [37.32758899, -121.832742024], [37.328589989, -121.838283025], [37.33591699, -121.848433027], [37.33600399, -121.848315027]]",Census Tract 5034.01,11.20%
1340,,Census Tract 1537.08,11.20%
1341,"[[38.614968022, -122.870646332], [38.604019021, -122.86867433], [38.620712023, -122.866145333], [38.627959023, -122.866178333], [38.617693022, -122.870785332], [38.606689022, -122.86185533], [38.620707023, -122.865566332], [38.618067022, -122.870785332], [38.626248023, -122.873350334], [38.620715023, -122.868112332]]",Census Tract 1539.02,11.20%
1342,"[[37.717910984, -122.400144155], [37.717512983, -122.398683154], [37.712819983, -122.401051154], [37.715248982, -122.406202156], [37.712660983, -122.402167154], [37.719664983, -122.405577155], [37.715343983, -122.399004154], [37.716186983, -122.398564154], [37.713012983, -122.400847154], [37.714281983, -122.402430154]]",Census Tract 264.02,11.30%
1343,"[[37.375304979, -122.055813064], [37.372664979, -122.048228062], [37.375804979, -122.055643064], [37.372304979, -122.048353062], [37.373044979, -122.048093062], [37.373387979, -122.047976062], [37.377582979, -122.055041064], [37.381250979, -122.053829064], [37.376394979, -122.055453063], [37.377533979, -122.055056064]]",Census Tract 5091.06,11.30%
